"","age","job","education","month","day_of_week","duration","campaign","pdays","previous","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"1197",33,"services","high.school","may","fri",73,4,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1198",42,"admin.","university.degree","may","fri",126,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1199",52,"self-employed","university.degree","may","fri",83,4,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1200",35,"technician","professional.course","may","fri",169,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1201",32,"blue-collar","basic.9y","may","fri",280,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1202",30,"technician","professional.course","may","fri",393,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1203",46,"blue-collar","basic.9y","may","fri",128,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1204",34,"admin.","basic.9y","may","fri",1178,4,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1205",33,"management","high.school","may","fri",178,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1206",50,"housemaid","high.school","may","fri",177,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1207",48,"blue-collar","professional.course","may","fri",245,4,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1208",44,"services","high.school","may","fri",460,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1209",32,"services","high.school","may","fri",432,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1210",34,"admin.","high.school","may","fri",176,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1211",27,"services","basic.9y","may","fri",162,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1212",40,"housemaid","university.degree","may","fri",237,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1213",29,"admin.","high.school","may","fri",44,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1214",25,"blue-collar","basic.9y","may","fri",483,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1215",29,"services","basic.9y","may","fri",116,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1216",44,"technician","professional.course","may","fri",182,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1217",33,"admin.","university.degree","may","fri",122,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1218",33,"blue-collar","basic.4y","may","fri",232,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1219",40,"blue-collar","high.school","may","fri",51,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1220",38,"technician","professional.course","may","fri",214,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1221",33,"services","high.school","may","fri",389,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1222",36,"admin.","high.school","may","fri",31,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1223",48,"admin.","basic.9y","may","fri",145,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1224",50,"blue-collar","basic.9y","may","fri",878,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1225",35,"self-employed","professional.course","may","fri",268,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1226",24,"blue-collar","basic.9y","may","fri",101,6,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1227",32,"management","high.school","may","fri",119,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1228",50,"technician","university.degree","may","fri",162,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1229",38,"blue-collar","high.school","may","fri",18,7,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1230",41,"blue-collar","basic.4y","may","fri",43,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1231",27,"services","high.school","may","fri",86,4,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1232",39,"housemaid","basic.4y","may","fri",83,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1233",25,"student","high.school","may","fri",97,1,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1234",33,"services","high.school","may","fri",263,5,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1235",37,"entrepreneur","university.degree","may","fri",180,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1236",46,"housemaid","basic.9y","may","fri",322,5,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1237",53,"admin.","high.school","may","fri",64,4,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1238",32,"unemployed","basic.9y","may","fri",71,4,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1239",43,"services","basic.9y","may","fri",284,4,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1240",38,"technician","professional.course","may","fri",166,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1241",26,"technician","professional.course","may","fri",210,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1242",42,"admin.","basic.9y","may","fri",164,8,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1243",26,"services","high.school","may","fri",155,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1244",41,"blue-collar","basic.4y","may","fri",91,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1245",26,"blue-collar","high.school","may","fri",213,4,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1246",43,"management","basic.4y","may","fri",257,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1247",28,"technician","professional.course","may","fri",315,4,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1248",35,"technician","professional.course","may","fri",102,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1249",45,"admin.","high.school","may","fri",35,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1250",40,"admin.","high.school","may","fri",83,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1251",37,"technician","professional.course","may","fri",834,9,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1252",52,"technician","university.degree","may","fri",244,5,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1253",36,"admin.","high.school","may","fri",143,3,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1254",43,"blue-collar","basic.4y","may","fri",1534,2,999,0,1.1,93.994,-36.4,4.855,5191,"no"
"1255",36,"blue-collar","high.school","may","mon",163,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1256",39,"blue-collar","basic.9y","may","mon",40,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1257",47,"admin.","university.degree","may","mon",147,5,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1258",36,"technician","high.school","may","mon",290,5,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1259",46,"technician","professional.course","may","mon",148,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1260",47,"services","high.school","may","mon",289,5,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1261",47,"blue-collar","basic.4y","may","mon",345,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1262",42,"self-employed","university.degree","may","mon",1002,5,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1263",59,"management","university.degree","may","mon",460,5,999,0,1.1,93.994,-36.4,4.857,5191,"yes"
"1264",48,"entrepreneur","high.school","may","mon",76,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1265",53,"technician","professional.course","may","mon",111,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1266",51,"services","professional.course","may","mon",150,7,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1267",37,"admin.","high.school","may","mon",115,4,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1268",44,"blue-collar","basic.6y","may","mon",149,5,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1269",48,"admin.","university.degree","may","mon",327,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1270",44,"admin.","high.school","may","mon",111,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1271",35,"services","high.school","may","mon",88,5,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1272",53,"self-employed","university.degree","may","mon",592,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1273",55,"admin.","high.school","may","mon",62,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1274",37,"blue-collar","basic.4y","may","mon",59,4,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1275",36,"management","high.school","may","mon",144,7,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1276",45,"management","basic.9y","may","mon",346,4,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1277",35,"admin.","basic.6y","may","mon",57,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1278",32,"admin.","high.school","may","mon",396,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1279",36,"entrepreneur","university.degree","may","mon",59,4,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1280",55,"admin.","university.degree","may","mon",38,4,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1281",39,"housemaid","university.degree","may","mon",167,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1282",32,"admin.","university.degree","may","mon",409,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1283",57,"management","university.degree","may","mon",117,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1284",41,"admin.","high.school","may","mon",177,4,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1285",24,"services","high.school","may","mon",757,2,999,0,1.1,93.994,-36.4,4.857,5191,"yes"
"1286",59,"retired","university.degree","may","mon",36,4,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1287",44,"blue-collar","professional.course","may","mon",94,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1288",39,"entrepreneur","high.school","may","mon",122,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1289",39,"entrepreneur","high.school","may","mon",225,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1290",33,"blue-collar","high.school","may","mon",165,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1291",42,"blue-collar","professional.course","may","mon",186,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1292",33,"management","university.degree","may","mon",405,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1293",29,"management","university.degree","may","mon",207,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1294",35,"admin.","university.degree","may","mon",325,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1295",54,"management","university.degree","may","mon",288,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1296",34,"blue-collar","basic.4y","may","mon",102,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1297",51,"blue-collar","basic.4y","may","mon",136,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1298",33,"blue-collar","professional.course","may","mon",53,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1299",39,"admin.","university.degree","may","mon",744,6,999,0,1.1,93.994,-36.4,4.857,5191,"yes"
"1300",32,"blue-collar","professional.course","may","mon",202,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1301",47,"technician","university.degree","may","mon",130,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1302",26,"technician","university.degree","may","mon",523,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1303",26,"self-employed","university.degree","may","mon",231,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1304",25,"blue-collar","high.school","may","mon",217,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1305",39,"blue-collar","high.school","may","mon",281,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1306",29,"technician","university.degree","may","mon",1147,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1307",36,"technician","university.degree","may","mon",486,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1308",31,"admin.","high.school","may","mon",170,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1309",40,"housemaid","university.degree","may","mon",539,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1310",56,"entrepreneur","basic.4y","may","mon",820,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1311",38,"services","high.school","may","mon",398,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1312",42,"management","university.degree","may","mon",112,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1313",42,"management","university.degree","may","mon",64,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1314",48,"services","high.school","may","mon",788,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1315",36,"blue-collar","basic.9y","may","mon",239,4,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1316",30,"technician","university.degree","may","mon",165,4,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1317",39,"unemployed","university.degree","may","mon",501,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1318",35,"technician","professional.course","may","mon",832,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1319",33,"entrepreneur","high.school","may","mon",214,4,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1320",39,"technician","professional.course","may","mon",101,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1321",41,"admin.","university.degree","may","mon",77,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1322",34,"housemaid","university.degree","may","mon",388,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1323",30,"technician","professional.course","may","mon",480,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1324",38,"blue-collar","professional.course","may","mon",393,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1325",37,"entrepreneur","university.degree","may","mon",744,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1326",34,"admin.","university.degree","may","mon",593,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1327",33,"technician","basic.9y","may","mon",215,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1328",33,"technician","basic.9y","may","mon",315,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1329",36,"technician","high.school","may","mon",162,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1330",33,"technician","basic.9y","may","mon",493,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1331",38,"technician","professional.course","may","mon",80,4,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1332",50,"management","professional.course","may","mon",39,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1333",32,"management","high.school","may","mon",132,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1334",45,"blue-collar","basic.4y","may","mon",101,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1335",36,"admin.","university.degree","may","mon",188,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1336",57,"retired","high.school","may","mon",53,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1337",57,"retired","high.school","may","mon",507,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1338",44,"blue-collar","basic.4y","may","mon",123,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1339",46,"technician","basic.9y","may","mon",171,6,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1340",32,"blue-collar","basic.9y","may","mon",178,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1341",41,"entrepreneur","basic.6y","may","mon",156,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1342",33,"technician","basic.9y","may","mon",154,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1343",30,"blue-collar","basic.9y","may","mon",163,4,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1344",51,"blue-collar","basic.9y","may","mon",470,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1345",39,"blue-collar","basic.9y","may","mon",793,5,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1346",50,"management","basic.9y","may","mon",219,4,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1347",53,"retired","basic.4y","may","mon",460,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1348",51,"technician","professional.course","may","mon",246,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1349",40,"admin.","university.degree","may","mon",194,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1350",47,"admin.","university.degree","may","mon",256,4,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1351",37,"self-employed","university.degree","may","mon",146,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1352",37,"self-employed","university.degree","may","mon",596,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1353",30,"admin.","high.school","may","mon",577,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1354",38,"blue-collar","basic.6y","may","mon",177,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1355",31,"services","high.school","may","mon",335,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1356",48,"blue-collar","basic.9y","may","mon",262,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1357",29,"admin.","high.school","may","mon",115,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1358",48,"blue-collar","basic.9y","may","mon",529,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1359",41,"blue-collar","basic.4y","may","mon",247,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1360",56,"admin.","high.school","may","mon",166,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1361",39,"technician","university.degree","may","mon",320,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1362",33,"technician","professional.course","may","mon",307,4,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1363",31,"admin.","high.school","may","mon",220,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1364",54,"retired","professional.course","may","mon",241,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1365",26,"services","professional.course","may","mon",241,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1366",45,"management","professional.course","may","mon",98,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1367",41,"blue-collar","basic.6y","may","mon",391,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1368",35,"admin.","university.degree","may","mon",126,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1369",28,"admin.","high.school","may","mon",55,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1370",34,"self-employed","university.degree","may","mon",86,4,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1371",57,"retired","high.school","may","mon",166,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1372",39,"technician","basic.6y","may","mon",155,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1373",35,"blue-collar","basic.9y","may","mon",63,5,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1374",58,"management","university.degree","may","mon",236,10,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1375",34,"blue-collar","basic.9y","may","mon",92,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1376",29,"management","university.degree","may","mon",253,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1377",37,"admin.","basic.4y","may","mon",65,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1378",25,"blue-collar","basic.9y","may","mon",41,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1379",39,"services","professional.course","may","mon",221,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1380",39,"technician","university.degree","may","mon",241,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1381",34,"management","university.degree","may","mon",248,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1382",47,"services","high.school","may","mon",198,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1383",31,"blue-collar","basic.6y","may","mon",212,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1384",33,"admin.","high.school","may","mon",115,4,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1385",41,"management","high.school","may","mon",264,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1386",29,"blue-collar","basic.9y","may","mon",65,5,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1387",39,"blue-collar","basic.9y","may","mon",299,5,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1388",37,"admin.","high.school","may","mon",166,4,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1389",56,"admin.","high.school","may","mon",197,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1390",51,"technician","professional.course","may","mon",220,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1391",47,"blue-collar","basic.4y","may","mon",298,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1392",57,"services","high.school","may","mon",78,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1393",44,"blue-collar","high.school","may","mon",13,5,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1394",35,"services","high.school","may","mon",159,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1395",31,"technician","professional.course","may","mon",157,5,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1396",40,"blue-collar","basic.6y","may","mon",162,4,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1397",45,"entrepreneur","basic.9y","may","mon",249,4,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1398",47,"management","university.degree","may","mon",24,12,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1399",26,"admin.","high.school","may","mon",195,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1400",36,"blue-collar","basic.4y","may","mon",143,4,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1401",33,"blue-collar","basic.9y","may","mon",68,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1402",38,"management","university.degree","may","mon",274,6,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1403",37,"blue-collar","high.school","may","mon",325,4,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"1404",39,"blue-collar","basic.9y","may","mon",249,4,999,0,1.1,93.994,-36.4,4.857,5191,"no"
